Método,Tipo,Tamanho,Execução,Tempo(ns)
Shell Sort,Decrescente,1000000,1,107141100
Shell Sort,Decrescente,1000000,2,108695500
Shell Sort,Decrescente,1000000,3,108146300
Shell Sort,Decrescente,1000000,4,106394500
Shell Sort,Decrescente,1000000,5,105710200
Shell Sort,Decrescente,1000000,6,104082400
Shell Sort,Decrescente,1000000,7,104775200
Shell Sort,Decrescente,1000000,8,102102900
Shell Sort,Decrescente,1000000,9,106115200
Shell Sort,Decrescente,1000000,10,105376000
Método,Tipo,Tamanho,Execução,Tempo(ns)
Shell Sort,Aleatório,100,1,9900
Shell Sort,Aleatório,100,2,8800
Shell Sort,Aleatório,100,3,8100
Shell Sort,Aleatório,100,4,7700
Shell Sort,Aleatório,100,5,7300
Shell Sort,Aleatório,100,6,7800
Shell Sort,Aleatório,100,7,6600
Shell Sort,Aleatório,100,8,6500
Shell Sort,Aleatório,100,9,6200
Shell Sort,Aleatório,100,10,6300
Shell Sort,Aleatório,1000,1,101800
Shell Sort,Aleatório,1000,2,103800
Shell Sort,Aleatório,1000,3,102700
Shell Sort,Aleatório,1000,4,102200
Shell Sort,Aleatório,1000,5,103300
Shell Sort,Aleatório,1000,6,109900
Shell Sort,Aleatório,1000,7,104800
Shell Sort,Aleatório,1000,8,104800
Shell Sort,Aleatório,1000,9,107900
Shell Sort,Aleatório,1000,10,104100
Shell Sort,Aleatório,10000,1,1735500
Shell Sort,Aleatório,10000,2,1535300
Shell Sort,Aleatório,10000,3,1700600
Shell Sort,Aleatório,10000,4,1533200
Shell Sort,Aleatório,10000,5,1575400
Shell Sort,Aleatório,10000,6,1546300
Shell Sort,Aleatório,10000,7,1572200
Shell Sort,Aleatório,10000,8,2050200
Shell Sort,Aleatório,10000,9,1550400
Shell Sort,Aleatório,10000,10,1517000
Shell Sort,Aleatório,100000,1,31344200
Shell Sort,Aleatório,100000,2,33408400
Shell Sort,Aleatório,100000,3,33067900
Shell Sort,Aleatório,100000,4,33252700
Shell Sort,Aleatório,100000,5,35400300
Shell Sort,Aleatório,100000,6,33034500
Shell Sort,Aleatório,100000,7,35353200
Shell Sort,Aleatório,100000,8,36496100
Shell Sort,Aleatório,100000,9,37405200
Shell Sort,Aleatório,100000,10,33550900
Shell Sort,Aleatório,1000000,1,898866600
Shell Sort,Aleatório,1000000,2,835917200
Shell Sort,Aleatório,1000000,3,867126800
Shell Sort,Aleatório,1000000,4,873385200
Shell Sort,Aleatório,1000000,5,931700800
Shell Sort,Aleatório,1000000,6,849409400
Shell Sort,Aleatório,1000000,7,895038600
Shell Sort,Aleatório,1000000,8,859466300
Shell Sort,Aleatório,1000000,9,835944500
Shell Sort,Aleatório,1000000,10,887299200
Método,Tipo,Tamanho,Execução,Tempo(ns)
Shell Sort,Repetidos,100,1,3100
Shell Sort,Repetidos,100,2,3100
Shell Sort,Repetidos,100,3,2300
Shell Sort,Repetidos,100,4,2200
Shell Sort,Repetidos,100,5,2100
Shell Sort,Repetidos,100,6,2200
Shell Sort,Repetidos,100,7,3400
Shell Sort,Repetidos,100,8,3300
Shell Sort,Repetidos,100,9,3300
Shell Sort,Repetidos,100,10,3200
Shell Sort,Repetidos,1000,1,37700
Shell Sort,Repetidos,1000,2,32400
Shell Sort,Repetidos,1000,3,30700
Shell Sort,Repetidos,1000,4,30000
Shell Sort,Repetidos,1000,5,32400
Shell Sort,Repetidos,1000,6,29900
Shell Sort,Repetidos,1000,7,30300
Shell Sort,Repetidos,1000,8,54400
Shell Sort,Repetidos,1000,9,32500
Shell Sort,Repetidos,1000,10,29900
Shell Sort,Repetidos,10000,1,451700
Shell Sort,Repetidos,10000,2,564200
Shell Sort,Repetidos,10000,3,551300
Shell Sort,Repetidos,10000,4,458800
Shell Sort,Repetidos,10000,5,450700
Shell Sort,Repetidos,10000,6,462400
Shell Sort,Repetidos,10000,7,721200
Shell Sort,Repetidos,10000,8,472200
Shell Sort,Repetidos,10000,9,492700
Shell Sort,Repetidos,10000,10,446200
Shell Sort,Repetidos,100000,1,5724400
Shell Sort,Repetidos,100000,2,5629200
Shell Sort,Repetidos,100000,3,5425400
Shell Sort,Repetidos,100000,4,5554000
Shell Sort,Repetidos,100000,5,5495500
Shell Sort,Repetidos,100000,6,5444200
Shell Sort,Repetidos,100000,7,5613200
Shell Sort,Repetidos,100000,8,5455300
Shell Sort,Repetidos,100000,9,5545900
Shell Sort,Repetidos,100000,10,5450100
Shell Sort,Repetidos,1000000,1,79622900
Shell Sort,Repetidos,1000000,2,85865900
Shell Sort,Repetidos,1000000,3,68693600
Shell Sort,Repetidos,1000000,4,70487700
Shell Sort,Repetidos,1000000,5,71647800
Shell Sort,Repetidos,1000000,6,71382300
Shell Sort,Repetidos,1000000,7,71053300
Shell Sort,Repetidos,1000000,8,69267500
Shell Sort,Repetidos,1000000,9,73072700
Shell Sort,Repetidos,1000000,10,69711600
Método,Tipo,Tamanho,Execução,Tempo(ns)
Selection Sort,Crescente,100,1,417600
Selection Sort,Crescente,100,2,219200
Selection Sort,Crescente,100,3,201100
Selection Sort,Crescente,100,4,184600
Selection Sort,Crescente,100,5,187400
Selection Sort,Crescente,100,6,184800
Selection Sort,Crescente,100,7,243400
Selection Sort,Crescente,100,8,186800
Selection Sort,Crescente,100,9,194200
Selection Sort,Crescente,100,10,233400
Selection Sort,Crescente,1000,1,3714800
Selection Sort,Crescente,1000,2,2299100
Selection Sort,Crescente,1000,3,1620500
Selection Sort,Crescente,1000,4,2214400
Selection Sort,Crescente,1000,5,2220900
Selection Sort,Crescente,1000,6,267300
Selection Sort,Crescente,1000,7,260500
Selection Sort,Crescente,1000,8,271600
Selection Sort,Crescente,1000,9,255100
Selection Sort,Crescente,1000,10,250900
Selection Sort,Crescente,10000,1,25636600
Selection Sort,Crescente,10000,2,25283200
Selection Sort,Crescente,10000,3,25400600
Selection Sort,Crescente,10000,4,25758100
Selection Sort,Crescente,10000,5,25218800
Selection Sort,Crescente,10000,6,22087600
Selection Sort,Crescente,10000,7,21514300
Selection Sort,Crescente,10000,8,21962500
Selection Sort,Crescente,10000,9,22266000
Selection Sort,Crescente,10000,10,22425700
Selection Sort,Crescente,100000,1,2194873300
Selection Sort,Crescente,100000,2,2165334800
Selection Sort,Crescente,100000,3,2164947200
Selection Sort,Crescente,100000,4,2183291900
Selection Sort,Crescente,100000,5,2140896000
Selection Sort,Crescente,100000,6,2155858000
Selection Sort,Crescente,100000,7,2156499700
Selection Sort,Crescente,100000,8,2141928800
Selection Sort,Crescente,100000,9,2168501300
Selection Sort,Crescente,100000,10,2456208800
Selection Sort,Crescente,1000000,1,294107037800
Selection Sort,Crescente,1000000,2,292435720800
Selection Sort,Crescente,1000000,3,309399978100
Selection Sort,Crescente,1000000,4,273746781300
Selection Sort,Crescente,1000000,5,288502608000
Selection Sort,Crescente,1000000,6,282120836300
Selection Sort,Crescente,1000000,7,302423664800
Selection Sort,Crescente,1000000,8,287685230200
Selection Sort,Crescente,1000000,9,305892739300
Selection Sort,Crescente,1000000,10,289347195600
Método,Tipo,Tamanho,Execução,Tempo(ns)
Selection Sort,Decrescente,100,1,442300
Selection Sort,Decrescente,100,2,230700
Selection Sort,Decrescente,100,3,51800
Selection Sort,Decrescente,100,4,38600
Selection Sort,Decrescente,100,5,40500
Selection Sort,Decrescente,100,6,73900
Selection Sort,Decrescente,100,7,53700
Selection Sort,Decrescente,100,8,34500
Selection Sort,Decrescente,100,9,50800
Selection Sort,Decrescente,100,10,67500
Selection Sort,Decrescente,1000,1,4108400
Selection Sort,Decrescente,1000,2,2560700
Selection Sort,Decrescente,1000,3,12168200
Selection Sort,Decrescente,1000,4,6956000
Selection Sort,Decrescente,1000,5,601100
Selection Sort,Decrescente,1000,6,637600
Selection Sort,Decrescente,1000,7,656700
Selection Sort,Decrescente,1000,8,614200
Selection Sort,Decrescente,1000,9,620800
Selection Sort,Decrescente,1000,10,608000
Selection Sort,Decrescente,10000,1,56124200
Selection Sort,Decrescente,10000,2,53957000
Selection Sort,Decrescente,10000,3,55150700
Selection Sort,Decrescente,10000,4,49550200
Selection Sort,Decrescente,10000,5,53249500
Selection Sort,Decrescente,10000,6,51049200
Selection Sort,Decrescente,10000,7,35969100
Selection Sort,Decrescente,10000,8,34954400
Selection Sort,Decrescente,10000,9,34972600
Selection Sort,Decrescente,10000,10,35270700
Selection Sort,Decrescente,100000,1,3569866100
Selection Sort,Decrescente,100000,2,4536605000
Selection Sort,Decrescente,100000,3,3498301100
Selection Sort,Decrescente,100000,4,3457544600
Selection Sort,Decrescente,100000,5,3499737900
Selection Sort,Decrescente,100000,6,3472317400
Selection Sort,Decrescente,100000,7,3458728300
Selection Sort,Decrescente,100000,8,3490737200
Selection Sort,Decrescente,100000,9,3474220100
Selection Sort,Decrescente,100000,10,3474701500
Selection Sort,Decrescente,1000000,1,392801310700
Selection Sort,Decrescente,1000000,2,408327151900
Selection Sort,Decrescente,1000000,3,416535406600
Selection Sort,Decrescente,1000000,4,418182167500
Selection Sort,Decrescente,1000000,5,400721041600
Selection Sort,Decrescente,1000000,6,395029569100
Selection Sort,Decrescente,1000000,7,394177979200
Selection Sort,Decrescente,1000000,8,394603085000
Selection Sort,Decrescente,1000000,9,396479553700
Selection Sort,Decrescente,1000000,10,395353990600
Método,Tipo,Tamanho,Execução,Tempo(ns)
Selection Sort,Aleatório,100,1,940800
Selection Sort,Aleatório,100,2,463100
Selection Sort,Aleatório,100,3,365100
Selection Sort,Aleatório,100,4,365400
Selection Sort,Aleatório,100,5,339200
Selection Sort,Aleatório,100,6,368500
Selection Sort,Aleatório,100,7,396000
Selection Sort,Aleatório,100,8,390900
Selection Sort,Aleatório,100,9,356600
Selection Sort,Aleatório,100,10,354100
Selection Sort,Aleatório,1000,1,8572600
Selection Sort,Aleatório,1000,2,17409600
Selection Sort,Aleatório,1000,3,28242900
Selection Sort,Aleatório,1000,4,4615400
Selection Sort,Aleatório,1000,5,1041100
Selection Sort,Aleatório,1000,6,896900
Selection Sort,Aleatório,1000,7,918900
Selection Sort,Aleatório,1000,8,920600
Selection Sort,Aleatório,1000,9,941900
Selection Sort,Aleatório,1000,10,940900
Selection Sort,Aleatório,10000,1,86054200
Selection Sort,Aleatório,10000,2,68316600
Selection Sort,Aleatório,10000,3,78427300
Selection Sort,Aleatório,10000,4,71802300
Selection Sort,Aleatório,10000,5,88887700
Selection Sort,Aleatório,10000,6,76414500
Selection Sort,Aleatório,10000,7,65259600
Selection Sort,Aleatório,10000,8,64046000
Selection Sort,Aleatório,10000,9,67055500
Selection Sort,Aleatório,10000,10,64566600
Selection Sort,Aleatório,100000,1,9365828000
Selection Sort,Aleatório,100000,2,9332104000
Selection Sort,Aleatório,100000,3,9329661400
Selection Sort,Aleatório,100000,4,9308162300
Selection Sort,Aleatório,100000,5,9325196200
Selection Sort,Aleatório,100000,6,9253846800
Selection Sort,Aleatório,100000,7,9487633400
Selection Sort,Aleatório,100000,8,9418395100
Selection Sort,Aleatório,100000,9,9276824400
Selection Sort,Aleatório,100000,10,9463987400
Selection Sort,Aleatório,1000000,1,1750256854500
Selection Sort,Aleatório,1000000,2,1418573860700
Selection Sort,Aleatório,1000000,3,1431405660800
Selection Sort,Aleatório,1000000,4,1411550424700
Selection Sort,Aleatório,1000000,5,1408297149500
Selection Sort,Aleatório,1000000,6,1495222358600
Selection Sort,Aleatório,1000000,7,1482548968000
Selection Sort,Aleatório,1000000,8,1462536845600
Selection Sort,Aleatório,1000000,9,1524144468800
Selection Sort,Aleatório,1000000,10,1752917156600
Método,Tipo,Tamanho,Execução,Tempo(ns)
Selection Sort,Repetidos,100,1,5100
Selection Sort,Repetidos,100,2,4900
Selection Sort,Repetidos,100,3,4800
Selection Sort,Repetidos,100,4,7700
Selection Sort,Repetidos,100,5,7400
Selection Sort,Repetidos,100,6,4600
Selection Sort,Repetidos,100,7,4500
Selection Sort,Repetidos,100,8,4500
Selection Sort,Repetidos,100,9,4600
Selection Sort,Repetidos,100,10,4600
Selection Sort,Repetidos,1000,1,565900
Selection Sort,Repetidos,1000,2,980700
Selection Sort,Repetidos,1000,3,718600
Selection Sort,Repetidos,1000,4,739500
Selection Sort,Repetidos,1000,5,699900
Selection Sort,Repetidos,1000,6,403500
Selection Sort,Repetidos,1000,7,404000
Selection Sort,Repetidos,1000,8,694300
Selection Sort,Repetidos,1000,9,474400
Selection Sort,Repetidos,1000,10,423900
Selection Sort,Repetidos,10000,1,38582600
Selection Sort,Repetidos,10000,2,35402500
Selection Sort,Repetidos,10000,3,36118700
Selection Sort,Repetidos,10000,4,34679500
Selection Sort,Repetidos,10000,5,34694200
Selection Sort,Repetidos,10000,6,35787700
Selection Sort,Repetidos,10000,7,35728800
Selection Sort,Repetidos,10000,8,34836600
Selection Sort,Repetidos,10000,9,35736300
Selection Sort,Repetidos,10000,10,34950500
Selection Sort,Repetidos,100000,1,3917791000
Selection Sort,Repetidos,100000,2,3524974500
Selection Sort,Repetidos,100000,3,3508312400
Selection Sort,Repetidos,100000,4,3437230400
Selection Sort,Repetidos,100000,5,3449725300
Selection Sort,Repetidos,100000,6,3469093100
Selection Sort,Repetidos,100000,7,3477777400
Selection Sort,Repetidos,100000,8,3466321600
Selection Sort,Repetidos,100000,9,3469460000
Selection Sort,Repetidos,100000,10,3450695500
Selection Sort,Repetidos,1000000,1,391773991800
Selection Sort,Repetidos,1000000,2,386478449400
Selection Sort,Repetidos,1000000,3,391776217000
Selection Sort,Repetidos,1000000,4,384649226800
Selection Sort,Repetidos,1000000,5,400829262100
Selection Sort,Repetidos,1000000,6,356695487600
Selection Sort,Repetidos,1000000,7,384490061900
Selection Sort,Repetidos,1000000,8,387804351300
Selection Sort,Repetidos,1000000,9,391053590600
Selection Sort,Repetidos,1000000,10,396761881900
Método,Tipo,Tamanho,Execução,Tempo(ns)
Bucket Sort,Crescente,100,1,9630900
Bucket Sort,Crescente,100,2,111000
Bucket Sort,Crescente,100,3,90300
Bucket Sort,Crescente,100,4,113600
Bucket Sort,Crescente,100,5,97400
Bucket Sort,Crescente,100,6,74800
Bucket Sort,Crescente,100,7,74200
Bucket Sort,Crescente,100,8,70000
Bucket Sort,Crescente,100,9,76700
Bucket Sort,Crescente,100,10,61500
Bucket Sort,Crescente,1000,1,587500
Bucket Sort,Crescente,1000,2,445500
Bucket Sort,Crescente,1000,3,1020100
Bucket Sort,Crescente,1000,4,458100
Bucket Sort,Crescente,1000,5,508800
Bucket Sort,Crescente,1000,6,365500
Bucket Sort,Crescente,1000,7,423700
Bucket Sort,Crescente,1000,8,562700
Bucket Sort,Crescente,1000,9,517100
Bucket Sort,Crescente,1000,10,477900
Bucket Sort,Crescente,10000,1,2782100
Bucket Sort,Crescente,10000,2,3034400
Bucket Sort,Crescente,10000,3,2030300
Bucket Sort,Crescente,10000,4,1591900
Bucket Sort,Crescente,10000,5,974000
Bucket Sort,Crescente,10000,6,735000
Bucket Sort,Crescente,10000,7,692100
Bucket Sort,Crescente,10000,8,708200
Bucket Sort,Crescente,10000,9,755300
Bucket Sort,Crescente,10000,10,700500
Bucket Sort,Crescente,100000,1,5495300
Bucket Sort,Crescente,100000,2,4541400
Bucket Sort,Crescente,100000,3,5206100
Bucket Sort,Crescente,100000,4,4679800
Bucket Sort,Crescente,100000,5,4488600
Bucket Sort,Crescente,100000,6,3816600
Bucket Sort,Crescente,100000,7,4591400
Bucket Sort,Crescente,100000,8,4700200
Bucket Sort,Crescente,100000,9,3326800
Bucket Sort,Crescente,100000,10,2879300
Bucket Sort,Crescente,1000000,1,84054200
Bucket Sort,Crescente,1000000,2,98425300
Bucket Sort,Crescente,1000000,3,40307400
Bucket Sort,Crescente,1000000,4,61557500
Bucket Sort,Crescente,1000000,5,55805100
Bucket Sort,Crescente,1000000,6,64200800
Bucket Sort,Crescente,1000000,7,36500200
Bucket Sort,Crescente,1000000,8,32261900
Bucket Sort,Crescente,1000000,9,42882200
Bucket Sort,Crescente,1000000,10,25116300
Método,Tipo,Tamanho,Execução,Tempo(ns)
Bucket Sort,Decrescente,100,1,373100
Bucket Sort,Decrescente,100,2,138200
Bucket Sort,Decrescente,100,3,105800
Bucket Sort,Decrescente,100,4,96800
Bucket Sort,Decrescente,100,5,82700
Bucket Sort,Decrescente,100,6,62400
Bucket Sort,Decrescente,100,7,60100
Bucket Sort,Decrescente,100,8,70300
Bucket Sort,Decrescente,100,9,52600
Bucket Sort,Decrescente,100,10,61200
Bucket Sort,Decrescente,1000,1,332100
Bucket Sort,Decrescente,1000,2,244300
Bucket Sort,Decrescente,1000,3,253100
Bucket Sort,Decrescente,1000,4,222900
Bucket Sort,Decrescente,1000,5,142400
Bucket Sort,Decrescente,1000,6,151700
Bucket Sort,Decrescente,1000,7,134900
Bucket Sort,Decrescente,1000,8,111100
Bucket Sort,Decrescente,1000,9,102700
Bucket Sort,Decrescente,1000,10,86900
Bucket Sort,Decrescente,10000,1,700200
Bucket Sort,Decrescente,10000,2,757100
Bucket Sort,Decrescente,10000,3,836300
Bucket Sort,Decrescente,10000,4,690800
Bucket Sort,Decrescente,10000,5,746500
Bucket Sort,Decrescente,10000,6,467500
Bucket Sort,Decrescente,10000,7,967500
Bucket Sort,Decrescente,10000,8,692900
Bucket Sort,Decrescente,10000,9,849400
Bucket Sort,Decrescente,10000,10,670400
Bucket Sort,Decrescente,100000,1,3057500
Bucket Sort,Decrescente,100000,2,3285100
Bucket Sort,Decrescente,100000,3,3199000
Bucket Sort,Decrescente,100000,4,3228700
Bucket Sort,Decrescente,100000,5,11394400
Bucket Sort,Decrescente,100000,6,3098100
Bucket Sort,Decrescente,100000,7,2471500
Bucket Sort,Decrescente,100000,8,2775900
Bucket Sort,Decrescente,100000,9,2534000
Bucket Sort,Decrescente,100000,10,2729500
Bucket Sort,Decrescente,1000000,1,41663500
Bucket Sort,Decrescente,1000000,2,25582900
Bucket Sort,Decrescente,1000000,3,56135300
Bucket Sort,Decrescente,1000000,4,62706400
Bucket Sort,Decrescente,1000000,5,32047300
Bucket Sort,Decrescente,1000000,6,34018200
Bucket Sort,Decrescente,1000000,7,30500600
Bucket Sort,Decrescente,1000000,8,24571600
Bucket Sort,Decrescente,1000000,9,25176900
Bucket Sort,Decrescente,1000000,10,50693700
Método,Tipo,Tamanho,Execução,Tempo(ns)
Bucket Sort,Aleatório,100,1,168600
Bucket Sort,Aleatório,100,2,46000
Bucket Sort,Aleatório,100,3,45200
Bucket Sort,Aleatório,100,4,39700
Bucket Sort,Aleatório,100,5,35300
Bucket Sort,Aleatório,100,6,30800
Bucket Sort,Aleatório,100,7,28500
Bucket Sort,Aleatório,100,8,38800
Bucket Sort,Aleatório,100,9,20300
Bucket Sort,Aleatório,100,10,17600
Bucket Sort,Aleatório,1000,1,675100
Bucket Sort,Aleatório,1000,2,262800
Bucket Sort,Aleatório,1000,3,336600
Bucket Sort,Aleatório,1000,4,220000
Bucket Sort,Aleatório,1000,5,197600
Bucket Sort,Aleatório,1000,6,171000
Bucket Sort,Aleatório,1000,7,174100
Bucket Sort,Aleatório,1000,8,265800
Bucket Sort,Aleatório,1000,9,225700
Bucket Sort,Aleatório,1000,10,192900
Bucket Sort,Aleatório,10000,1,4528800
Bucket Sort,Aleatório,10000,2,2453200
Bucket Sort,Aleatório,10000,3,2893600
Bucket Sort,Aleatório,10000,4,2413100
Bucket Sort,Aleatório,10000,5,2589800
Bucket Sort,Aleatório,10000,6,2074300
Bucket Sort,Aleatório,10000,7,1641800
Bucket Sort,Aleatório,10000,8,2143600
Bucket Sort,Aleatório,10000,9,2122500
Bucket Sort,Aleatório,10000,10,2219900
Bucket Sort,Aleatório,100000,1,21319300
Bucket Sort,Aleatório,100000,2,21699900
Bucket Sort,Aleatório,100000,3,15194900
Bucket Sort,Aleatório,100000,4,14062300
Bucket Sort,Aleatório,100000,5,14198300
Bucket Sort,Aleatório,100000,6,14619000
Bucket Sort,Aleatório,100000,7,13970200
Bucket Sort,Aleatório,100000,8,14022400
Bucket Sort,Aleatório,100000,9,13850400
Bucket Sort,Aleatório,100000,10,13817300
Bucket Sort,Aleatório,1000000,1,222426500
Bucket Sort,Aleatório,1000000,2,185071700
Bucket Sort,Aleatório,1000000,3,204893600
Bucket Sort,Aleatório,1000000,4,182548800
Bucket Sort,Aleatório,1000000,5,192097900
Bucket Sort,Aleatório,1000000,6,159350900
Bucket Sort,Aleatório,1000000,7,174013900
Bucket Sort,Aleatório,1000000,8,160809200
Bucket Sort,Aleatório,1000000,9,160034200
Bucket Sort,Aleatório,1000000,10,174676900
Método,Tipo,Tamanho,Execução,Tempo(ns)
Bucket Sort,Repetidos,100,1,168900
Bucket Sort,Repetidos,100,2,26300
Bucket Sort,Repetidos,100,3,30400
Bucket Sort,Repetidos,100,4,9100
Bucket Sort,Repetidos,100,5,8700
Bucket Sort,Repetidos,100,6,7600
Bucket Sort,Repetidos,100,7,7600
Bucket Sort,Repetidos,100,8,7100
Bucket Sort,Repetidos,100,9,9200
Bucket Sort,Repetidos,100,10,14200
Bucket Sort,Repetidos,1000,1,41800
Bucket Sort,Repetidos,1000,2,33100
Bucket Sort,Repetidos,1000,3,28200
Bucket Sort,Repetidos,1000,4,28900
Bucket Sort,Repetidos,1000,5,69800
Bucket Sort,Repetidos,1000,6,27300
Bucket Sort,Repetidos,1000,7,25100
Bucket Sort,Repetidos,1000,8,52300
Bucket Sort,Repetidos,1000,9,34900
Bucket Sort,Repetidos,1000,10,25900
Bucket Sort,Repetidos,10000,1,282600
Bucket Sort,Repetidos,10000,2,248800
Bucket Sort,Repetidos,10000,3,242400
Bucket Sort,Repetidos,10000,4,236900
Bucket Sort,Repetidos,10000,5,278300
Bucket Sort,Repetidos,10000,6,254100
Bucket Sort,Repetidos,10000,7,244800
Bucket Sort,Repetidos,10000,8,279300
Bucket Sort,Repetidos,10000,9,327500
Bucket Sort,Repetidos,10000,10,239500
Bucket Sort,Repetidos,100000,1,2560100
Bucket Sort,Repetidos,100000,2,2212600
Bucket Sort,Repetidos,100000,3,2939000
Bucket Sort,Repetidos,100000,4,2285000
Bucket Sort,Repetidos,100000,5,2399100
Bucket Sort,Repetidos,100000,6,2087800
Bucket Sort,Repetidos,100000,7,2215000
Bucket Sort,Repetidos,100000,8,2191200
Bucket Sort,Repetidos,100000,9,10959300
Bucket Sort,Repetidos,100000,10,2242000
Bucket Sort,Repetidos,1000000,1,45728400
Bucket Sort,Repetidos,1000000,2,79112000
Bucket Sort,Repetidos,1000000,3,38447800
Bucket Sort,Repetidos,1000000,4,34108300
Bucket Sort,Repetidos,1000000,5,35265200
Bucket Sort,Repetidos,1000000,6,70619400
Bucket Sort,Repetidos,1000000,7,22812200
Bucket Sort,Repetidos,1000000,8,40047900
Bucket Sort,Repetidos,1000000,9,42406500
Bucket Sort,Repetidos,1000000,10,38620900
Método,Tipo,Tamanho,Execução,Tempo(ns)
Radix Sort,Crescente,100,1,1627800
Radix Sort,Crescente,100,2,77500
Radix Sort,Crescente,100,3,72800
Radix Sort,Crescente,100,4,105600
Radix Sort,Crescente,100,5,84600
Radix Sort,Crescente,100,6,84800
Radix Sort,Crescente,100,7,49600
Radix Sort,Crescente,100,8,44900
Radix Sort,Crescente,100,9,41000
Radix Sort,Crescente,100,10,40000
Radix Sort,Crescente,1000,1,476100
Radix Sort,Crescente,1000,2,490200
Radix Sort,Crescente,1000,3,549200
Radix Sort,Crescente,1000,4,511500
Radix Sort,Crescente,1000,5,365800
Radix Sort,Crescente,1000,6,382500
Radix Sort,Crescente,1000,7,382000
Radix Sort,Crescente,1000,8,334900
Radix Sort,Crescente,1000,9,336700
Radix Sort,Crescente,1000,10,411100
Radix Sort,Crescente,10000,1,1443100
Radix Sort,Crescente,10000,2,772700
Radix Sort,Crescente,10000,3,750700
Radix Sort,Crescente,10000,4,863900
Radix Sort,Crescente,10000,5,808100
Radix Sort,Crescente,10000,6,749500
Radix Sort,Crescente,10000,7,565600
Radix Sort,Crescente,10000,8,532000
Radix Sort,Crescente,10000,9,563600
Radix Sort,Crescente,10000,10,555800
Radix Sort,Crescente,100000,1,7330700
Radix Sort,Crescente,100000,2,4452600
Radix Sort,Crescente,100000,3,3868600
Radix Sort,Crescente,100000,4,3656800
Radix Sort,Crescente,100000,5,3189400
Radix Sort,Crescente,100000,6,3325400
Radix Sort,Crescente,100000,7,3191000
Radix Sort,Crescente,100000,8,3261000
Radix Sort,Crescente,100000,9,3261100
Radix Sort,Crescente,100000,10,3223200
Radix Sort,Crescente,1000000,1,57242800
Radix Sort,Crescente,1000000,2,73434800
Radix Sort,Crescente,1000000,3,69464700
Radix Sort,Crescente,1000000,4,81696200
Radix Sort,Crescente,1000000,5,70066800
Radix Sort,Crescente,1000000,6,57697800
Radix Sort,Crescente,1000000,7,82502000
Radix Sort,Crescente,1000000,8,59602300
Radix Sort,Crescente,1000000,9,71904300
Radix Sort,Crescente,1000000,10,75330100
Método,Tipo,Tamanho,Execução,Tempo(ns)
Radix Sort,Decrescente,100,1,45100
Radix Sort,Decrescente,100,2,6000
Radix Sort,Decrescente,100,3,3600
Radix Sort,Decrescente,100,4,3300
Radix Sort,Decrescente,100,5,3200
Radix Sort,Decrescente,100,6,3300
Radix Sort,Decrescente,100,7,2800
Radix Sort,Decrescente,100,8,3000
Radix Sort,Decrescente,100,9,7600
Radix Sort,Decrescente,100,10,6900
Radix Sort,Decrescente,1000,1,37700
Radix Sort,Decrescente,1000,2,59100
Radix Sort,Decrescente,1000,3,49700
Radix Sort,Decrescente,1000,4,20500
Radix Sort,Decrescente,1000,5,22800
Radix Sort,Decrescente,1000,6,20800
Radix Sort,Decrescente,1000,7,20800
Radix Sort,Decrescente,1000,8,21500
Radix Sort,Decrescente,1000,9,21300
Radix Sort,Decrescente,1000,10,21200
Radix Sort,Decrescente,10000,1,300900
Radix Sort,Decrescente,10000,2,263400
Radix Sort,Decrescente,10000,3,246100
Radix Sort,Decrescente,10000,4,326600
Radix Sort,Decrescente,10000,5,262700
Radix Sort,Decrescente,10000,6,258400
Radix Sort,Decrescente,10000,7,303800
Radix Sort,Decrescente,10000,8,307200
Radix Sort,Decrescente,10000,9,248400
Radix Sort,Decrescente,10000,10,270400
Radix Sort,Decrescente,100000,1,32037400
Radix Sort,Decrescente,100000,2,3891800
Radix Sort,Decrescente,100000,3,3777100
Radix Sort,Decrescente,100000,4,4351100
Radix Sort,Decrescente,100000,5,3893800
Radix Sort,Decrescente,100000,6,3556900
Radix Sort,Decrescente,100000,7,4339900
Radix Sort,Decrescente,100000,8,4325200
Radix Sort,Decrescente,100000,9,3647300
Radix Sort,Decrescente,100000,10,3876400
Radix Sort,Decrescente,1000000,1,68710800
Radix Sort,Decrescente,1000000,2,72394000
Radix Sort,Decrescente,1000000,3,106967500
Radix Sort,Decrescente,1000000,4,101262400
Radix Sort,Decrescente,1000000,5,102017500
Radix Sort,Decrescente,1000000,6,60521100
Radix Sort,Decrescente,1000000,7,56987300
Radix Sort,Decrescente,1000000,8,67761800
Radix Sort,Decrescente,1000000,9,71969500
Radix Sort,Decrescente,1000000,10,60923600
Método,Tipo,Tamanho,Execução,Tempo(ns)
Radix Sort,Aleatório,100,1,23000
Radix Sort,Aleatório,100,2,10600
Radix Sort,Aleatório,100,3,8800
Radix Sort,Aleatório,100,4,8900
Radix Sort,Aleatório,100,5,9300
Radix Sort,Aleatório,100,6,7800
Radix Sort,Aleatório,100,7,7500
Radix Sort,Aleatório,100,8,7300
Radix Sort,Aleatório,100,9,6300
Radix Sort,Aleatório,100,10,6700
Radix Sort,Aleatório,1000,1,56800
Radix Sort,Aleatório,1000,2,60600
Radix Sort,Aleatório,1000,3,40600
Radix Sort,Aleatório,1000,4,107100
Radix Sort,Aleatório,1000,5,43900
Radix Sort,Aleatório,1000,6,35100
